TITLE,NAME,COMMENT,LABEL,CONFIDENCE
Weird feedback when using my Voice Live 2 as a sound card,SebastiànCappel,"Hi everyone !Besides it's original purpose, I'm used to using my Voice Live 2 with softwares such as Discord, Skype or OBS because I'm too cheap to buy a proper ""gamer headset"".Up till now, I plugged my headphones direct...",,
Key-Transpose > Polychord shift Root key / Harmony,DenIshu,Hi - would be great if the Global>Key-Transport Funktion would shift/transpose also the Polychords instead of moving just the Pressed Key...EDIT: just found the Transpose Funktion under the Pitch Parameters...,,
tone prints delays,Hatchet,Can the Brian May tone print for the triple crown be used on the flashback x4,awareness,0.512
Bugera 1990 with FSB102A footswitch,PeterLaw,I have a Bugera1990 head (not the Infinium model) and it came with the FSB102 footswitch.The FSB102 doesn’t have LEDs. the FSB102A does but it’s for the Vintage series. Has anyone tried the FSB102A with the 1990?,consideration,0.521
Stereo Compressor Toneprint Pedal,gcvrsa,"I realise this would not necessarily be a popular product, but last night, I was exploring the possibility of creating a ""fly rig"" type pedalboard that can go DI with a cab simulator either to a PA system or to a recordi...",,
BodyRez toneprints,gcvrsa,"One feature I'd really love to see added is toneprint capability for the BodyRez pedal. I bought mine to use with the piezo pickups on my fretless Ernie Ball/Music Man StingRay Bass, and it works very well, but I'd love ...",decision,0.557
Singing on a song coming in stereo mini jack input?,LeonardVanbaste,"Hi, Have you ever tryed and how good it sounds when you sing along on an instrumental version of a song and having the singing being kept in tune with the song by cause of VoiceLive? The song goes in stereo mode, stereo ...",,
Perform VG Echo & Switch 6,LarzHanson,"I watched the YouTube video manual and saw the one where it explains how different harmony styles can be saved to separate Switch 6 buttons. This is a great design feature, and I can see where the harmony would be the be...",consideration,0.658
VoiceLive used with a dj console,LeonardVanbaste,"here you see a graphic view of the idea I gothttps://drive.google.com/open?id=1H0xyrSGJ0lZ8e0LOmxuUtBEErw7NiZZlHi, I would like to play a track (just press play button) in to a all-in-one usb dj console, let the sound of...",,
Storing Presets,geronimo1345,"So, many, if not most, TC Electronic pedals have a wide array of different sounds to select from a single pedal. Is there any kind of way to store presets for quickly switching between two or more? I ask because I have t...",awareness,0.7
Tune Pot Bypass: Half step too low,FelixHomann,"Hi,when I put the oscillators in ""Tune Pot Bypass"" mode they are tuned consistently a half step too low, i.e. pressing a C-key on my keyboard yields a B. Am I missing something?Regards,Felix",awareness,0.619
Update driver issue needs addressing,FelixHomann,"Hi,in order to get the firmware update tool talking to the Neutron I needed to use Zadig to install the right driver as described e.g. on Gearslutz and several other places [1]. Just like apparently many others.This nee...",awareness,0.793
Swtich 3 Changing Functions?,DavidBerman,"I have been using the VL3 and Switch 3 in live performance for over two years with the same setup. The footswitch is mapped to Loop Rec/Play, Loop Stop/Erase, and Loop Undo. Today, for no apparent reason switches 1 and ...",awareness,0.6
Perform V shimmer preset,AlexAura,"Hello all. I would like to ask you. Is it any presets for Perform V ,wich is giving shimmer effect, like this https://soundcloud.com/wok-music/glimmerverb-test-2-reverb-with-shimmer-v2or about possibility to make any ...",awareness,0.67
Paraphonic mode - URGENT FIX NEEDED!!!,SimonBeck,"Is it my imagination, or has the 2.0.0 update changed the key assignment in Paraphonic mode? I am sure that Osc1 used to be low-note priority and Osc2 was high-note. Both are now last-note priority, which makes it both l...",awareness,0.703
Paraphonic mode in 2.0.0,SimonBeck,"Is it my imagination, or has the 2.0.0 update changed the key assignment in Paraphonic mode? I am sure that Osc1 used to be low-note priority and Osc2 was high-note. Both are now last-note priority, which makes it both l...",awareness,0.703
Play GTX Looper volume too low.,JoelC_Brothers,"I have been trying to get this thing to play the loops back at a decent volume, but they are playing back waaay too low a volume, much lower than recorded. For guitar, I have the input set to Guitar and the Loop Feedbac...",awareness,0.563
Behringer LX1200H Hissing when Not playing. Still Normal Lou...,LouieMassacesi,I just got up this Vampire Head from it's second owner who says it just started to hiss recently.There doesn't seem to be any correlation between any settings changes and all the rotary control knobs and Master Volume po...,decision,0.596
FX loop kills preamp TC-50,delauney,"I have a Mesa Boogie TC-50 combo. Just got it the other day. When I use the FX loop, it just kills the preamp section. I lose ability to use the controls on the front panel, when I change channels nothing happens, and th...",,
Nova G-Switch,skyhigh,Hi - Just bought a used Nova system with the 3 way G-Switch and programed the G-switch in like it says in the manual. The middle switch doesn't do anything and the outer switches 1 & 2 only move up in the banks. Have...,awareness,0.546
Ditto Jam x 2 - Footswitch nut stripped,Flybaz,I was really excited about this product based on the reviews and it worked great in practice with a drum machine BUT 1st gig the “LOOP” footswitch disappeared into the box so had to leave it out. Later investigations re...,,
Hanging notes in Poly Chain mode with Yamaha Reface CS.,SimonBeck,"In Paraphonic Poly Chain mode, using a Yamaha Reface CS as a controller, the Neutron appears not to respond to note-off commands. Notes sounded by the Neutron hang indefinitely, necessitating a reboot. The Neutron respon...",awareness,0.789
Ditto Jam X2 Firmware Update,gregf,"I am trying to do a firmware update on my Ditto Looper Jam X2. The popup window says 'Ditto Looper Connected', then I press Update. The progress bar goes to 50%, at which point",awareness,0.872
v2.0 LFO One shot not working usefully for Saw or Square,AndyButler,"LFO one shotworks good for SIN, TRI and RAMPbut with SAW and SQUARE the LFO out goes up to max at the end of the cycle.OK, that's *arguably* a single cycle, but musically it's useless.Needs to stay at zero after cycle.It...",awareness,0.576
USB issues. Play Acoustic,DanielGrenier,"USB connection to my laptop (Windows 10) and my new-ish Play Acoustic only works for firmware updates and nothing else. Kicker is, it did work yesterday when I sent YouTube tunes to my Play and tried the Voice Can...",,
Factory reset Firmware 2.0,JanVries,Old method look like not workingHow to factory reset in firmware 2.0?,awareness,0.824
Sysex to know if the Model D is connected to the PC,goodweather,"Hi, I'd like to know if there is a sysex command to send to the Model D in order to know if it is connected by Midi (by USB or classical dins).It seems not to respond to the Universal Sysex Message (Device Inquiry) F0 7...",consideration,0.679
Noisy Drive Pot,BernardHussey,"Hi,I've had the neutron for about a month now, and i've just noticed that when i turn the drive pot, particularly from zero up, there is unwanted/unexpected noise. Am i to assume that the synth is faulty? I hadn't notice...",awareness,0.861
Brand new Voicelive 3 Extreme behaving as a Voicelive 3?,JohnStaines,"Just purchased a brand new VL3x. Out of the box, connected it to a computer with Voice Support. Icon comes up as a Voicelive 3 unit (worried already). Perform the .366 upgrade. Tested unit. Seems to wor, BUT, hold down ...",,
My Flashback X4 won't work,Spirit_Crusher,Dry signal passes through. No delay or looper at all. I've turned every knob and pushed every switch. Connected it to my mac and it says its up to date. I've seriously tried everything. This pedal has barely been used. Y...,awareness,0.643
Backing Track Fade Out,EdRamsey,Hi.One expectation I didn't know I had was for there to be a setting to fade a backing track out to nothing and then stop. I am trained by OnSong to have my backing tracks fade on stop which makes for gentle transitions ...,awareness,0.805
Voicelive 3 stuck in Maintenance mode,IanMoore,"Hello, I've been using a Voicelive 3 for a little over a year for my solo acoustic shows. I like the functionality of the pedal. About 6 months ago I had my first incident of the ""maintenance mode"" upon startup. I had to...",,
Connecting guitar to Behringer MIC2200,ArtlorDarin,"Hi!Recently I bought preamp Behringer Pro MIC2200 and I wonder if I can plug my guitar straight to it with a help of jack 1/4"" connector.This preamp has switch MIC/LINE with mic having 3k impendance and line 60k impendan...",decision:consideration,0.52:0.518
Mistakes in user manual P 17,GuillaumeCodevi,"HelloIn the user manual https://media.music-group.com/media/PLM/data/docs/P0CM5/NEUTRON_M_EN.pdfit is written on page 17:""6. In the Command Window, enter the SysEx command to be sent to the Neutron. For ASSIGN out calibr...",awareness,0.834
how to know does the blacksmitch head fan is working?,kenchu,"Hi, i have a Blacksmitch head. i saw behind the amp have 2 units fan. after i turn on the power but the fan is not working. or i have to wait until the amp warn up then fan will start work?Thanks.",decision,0.562
Latest update troubles,BrendonMoeller,Using Windows 10 to try and update my eurorack installed model D from version 1.03. Please help. Anybody have any of the earler firmware updates handy? Super frustrating,awareness,0.604
2012 BH250 transistor D7,H45N,"I was working on my BH250 today because it cuts out while playing bass, and the tuner stopped working. Everything else works (poweramp is just fine while playing from aux input).I've found the SMD transistor (?) D7 on th...",decision,0.699
Fimware file,RicardMagnusson,"Tried to update my Model D, but was made aware that I need firmware 1.0.4 or newer to use it... Since Im on a mac I havent been able to update my Model D... So where do I find firmware 1.0.6, so I can download it?",awareness,0.843
Model D stuck in Firmware 1.1.0 Update?,LucasDittebrand,My Model D seems to be stuck in the recent firmware 1.1.0 update.There is only a permanent tone from OSC3.I updated the synth (1.0.5) with the new Synth Tool for MacOS (10.14.1).But after the update was done it is not re...,awareness,0.707
How to have looper and harmony at the same time on play acou...,QuanDing,I just purchased a tc-helicon play acoustic. I was trying to achieve what the performer in this video was doing: https://youtu.be/u6_OLGgxYW0?t=66To turn on harmony effect while inside the looper mode.It didn't work for ...,,
Full reset of Harmony Singer2,MarkStrong,"I can't get my HS2 to connect to VoiceSupport2, so hoping there's a ""full factory reset"" or somehow to refresh the unit without VS2? maybe power combination with button pushes? Thanks for the help!",awareness,0.702
Firmware 1.10 Updater in virtual machine?,MichaelSchürig,"First, I have to say I'm pretty annoyed that the updater for macOS does not handle devices with firmware 1.0.4 and below. I have one of the earliest Model Ds which is still at 1.0.1. In my view, not providing an updater ...",awareness,0.535
June-60 Stereo Pedal,Caesare,"Hi guys, sorry if this has been asked before, but I really like to know when the mentioned pedal will be available to buy.My best regards and thanks!",awareness,0.635
G-Major system,wurlitzer,Hello!First time user to this site and hoping that someone can have an answer to the following issue.I have the first version of the G-Major effects rack. It has been working fine up until just recently it doesn't seem t...,negative:awareness,0.571:0.56
G-Major system,wurlitzer,Hello!First time user to this site and hoping that someone can have an answer to the following issue.I have the first version of the G-Major effects rack. It has been working fine up until just recently it doesn't seem t...,negative:awareness,0.571:0.56
PolyTune Clip on Fell Apart,jonmichael,Pretty discouraged at having spent $50 on a tuner and having the hinge pin just fall out during a gig. Is there a fix for this or a way to find out how to get another one from TC? The website is a dead end for support ...,awareness,0.599
Play Acoustic using Reaper?,DanielGrenier,"Newbie here... Can the Play Acoustic be used as a recording interface in Reaper w/Windows 10? If so, how ? Thanks",awareness:consideration,0.745:0.519
Default Patch Waves are Distorted.,EarthOliver,"I've a brand new Neutron running 1.2.6 with the only connection aside from the power supply being Output>Interface Input>USB>Ableton. When i run through the shapes (Switched, not Blend) using the default patch s...",awareness,0.635
"Play Acoustic in STEREO to 2 Bose S1 Pros. Possible? And, MP...",DanielGrenier,"So I have a Play Acoustic coming to me soon. I am confused about the possibility of using it in Stereo going out to 2 Bose S1 Pro speakers. Doable? if so, how?Second question: Would a 3-switch pedal do the same as usi...",consideration,0.807
MODEL D Firmware update 1.1.0 Win doesn't detect device,BobWarner,"I tried to use MODEL D Firmware update 1.1.0 Win but it doesn't detect device,I can see my model D in windows and in Ableton, but the updater cannot,I've tried on two computers with different USB cables, I have yet to ...",awareness,0.613
My Oscillators turn off sometimes for no reason,LandonHendricks,"I have the newest firmware, and I have this recurring issue where the oscillator turns off randomly sometimes. I am not sure why this happens. I ran the complete configuration of all and it took around an hour. I then c...",awareness,0.687
MODEL D Firmware update 1.1.0 released,Michael_Lapke,"Dear MODEL D users,Just wanted to give everyone a heads up that the latest firmware release for MODEL D version 1.1.0 is now available as a free download on the Behringer website. Please check out the official release no...",,
MODEL D Firmware update 1.1.0 released,Michael_Lapke,"Dear MODEL D users,Just wanted to give everyone a heads up that the latest firmware release for MODEL D version 1.1.0 is now available as a free download on the Behringer website. Please check out the official release no...",,
Deepmind 12 iOS app issue magnifying parameters,AlexanderColon,I’ve recently purchased the DeepMind 12D module and updated the firmware to 1.1.2. I have no problems using the DeepMind iOS version 1.0.4 editor connected either by WiFi (using the module as an Access Point) or via USB...,,
Using both outputs on the gm2,ndixon27,Hi Sorry if this had been asked before What is the purpose of using both the outputs on the g major 2?,consideration,0.523
Voicetone G-XT tone control,MarkWKurt,"Hello,I think I need some help with the Tone button on my G-XT pedal. I can not seem to make it flash either on or off. It seems to have only two states, solid on or off. I have checked the firmware and Voicesupport 2 sa...",awareness,0.644
Is the DC/DC converter on board of the Neutron unit or locat...,OlafBordel,"Hi there,I would like to implement the Neutron into the Rackbrute 6U by using its Eurorack ability.The Neutron is delivered with a wall wart +12V DC 1A (that is also what the silkscreen print on the backside says regardi...",awareness,0.793
Mic mechanic 2 tone settings,DanMusan,"Hi guys,I wanted to know if there's a way to know if, on mic mechanic 2 I'm on normal mode tone or ""less bright"" mode. Is it only by ears or there's another way? Thanks!",awareness,0.726
Ditto X 2 Jam Looper and SM57 microphone solution,replifex,"Would it be possible to hook up a Shure SM57 with a adapter cable from 3,5 mm (mini jack) to XLR?And would this be a proper working replacement for the standard microphone wich came with the unit?I'm planning on placing ...",consideration,0.845
Controller fo Neutron,LucaRotolo,"Hi, as you probably have guessed already from the title I am very new to analog synths. I have owned over the years different piece of gear, including a jd 800 and an analog keys, but never something like a Neutron with ...",awareness,0.582
VL3e,Gerhard,HeadphonesIs it possible to Switch the headphone in the mono Modus?Or how can I Input 2 Mono sources in Aux without stereo in the Outputs?G.,,
SysEx Specification,RandyHill,"I am in the process of creating an editor app for the Play Acoustic. I have no idea how to make a real time editor, but I am making great progress with an app that will read and write SysEx files for the Play Acoustic. ...",,
Debugging a bricked Ditto X4,phantomraspberr,"DisclaimerI am in no way affiliated with TC Electronics or anyone/anything to do with them. I'm just an annoyed customer with a bricked Ditto X4 and some technical know-how.Edit: The Solution!This issue is now resolved, ...",negative,0.726
Eliminating singer's vocals and outputting only the harm...,BenConner,"I have a play acoustic and it sounds great. Unfortunately, however, my voice is too low for the backing vocals I need to do so I'd like to output only the harmonies generated by the unit and completely eliminate my orig...",,
"Perform-VE No Lights, No Indication!",AlexanderPapin,"Effects seem to work, but there is no lights except constant white, no matter how hard, long or how many times you press the buttons. No indication around the dial either. Red flashes inside the device. No troubleshootin...",awareness,0.765
G-Major 2 patch compatability,Billious,"Hi, I’ve just bought the G-Major 2 and wondered if the g system or g major patches work on the g major 2 thanks.",,
Voicetone Harmony G-XT in Chain with Voicetone D1,MarkWKurt,"Hello,Just wondering if the two mentioned above units can be used in a chain between microphone and mixer? If so, what would be the best order? I have the G-XT and was thinking of adding the D1.Thanks,Mark",consideration,0.595
Quintessence Harmonizer w/ slide guitar?,xray_spex,Can the Quintessence Harmonizer work with slide guitar provided I have very clean technique and play only one string at a time? Will it follow the note I'm playing as I slide up and down the string with a metal or glass...,awareness:consideration,0.548:0.526
Behringer Registration Page Doesn't Work (I'm Regist...,KenElhardt,I've had enough of dealing with garbage websites that don't work. I'm blocked from registering my Neutron by a stupid box that asks me to confirm that I'm not a robot. When I check the box I just get a spinning circle th...,awareness:negative,0.608:0.564
Cannot access my user patches,StephenGardner,I have a TC helicon voice live extreme 3My problems are 2 The first is .........I turned on my VL3 and can not access my 30 odd user patches which I spent many hours writing upThe patch wheel stops at 254 or something My...,negative,0.564
Would you Recommend the VL3EX?,MichaelBird,"Hello,So I'm trying to decide on which vocal processor to add to my current set up. I have an MPC Live that I improvise beats on. And I run that through a KP3 which I use to scrub the beats.I was looking into getting the...",,
"Perform V loud noises and won't save echo ""TAP""...",StevieRay1,"Hi! I am Stevie Ray, guitarist/singer and I do around 70 gigs a year, a mixture of solo gigs and band gigs with my 3 piece 60s & R'nR band. I have been using the Perform V for quite a while and, make no mistake, I lo...",awareness,0.623
Hall of fame 2 shimmer/ toneprint question,Gingertimmins,"Hi all, new member here!I’m on the verge of buying the HOF 2 but there’s one thing that is bugging me.I’ve not seen a demo where I like the shimmer. It seems to get a bit out of tune when the effect is quite extreme.Is i...",,
How I use my Voicelive 3 with a wind instrument - using both...,hooya,"I play bassoon with my voicelieve and have found a way to effectively use both the guitar and vocal effects simultaneously. Here's how I set things up, note that this will work with a microphone too, but only if you can ...",,
cableway problem,saadatrent,"Currently, I have set up my g-system in the 4 cableway with OD boxes in the loops. where to place my wah pedal in chain??",awareness,0.826
ADI 21 Output Question,KenHarper,"Is the output signal present and usable on both the Balanced and Unbalanced outputs at the same time. I would like to connect the Balanced to a Fishman Loudbox but also take the unbalanced signal to a TU-300 Tuner, that...",awareness:consideration,0.504:0.501
Looper Save Button Broken,BenPearce,"When I press the ""save"" button in the looper layer it does not light up. All the other buttons in the looper layer seem to be working and the associated physical button works for other functions, just not selecting ""save...",awareness,0.628
Can you view current toneprint params in the editor?,dontpush,I made an awesome toneprint with the editor for my Triple Delay and I can't for the life of me replicate it. Is there any way to load up the tone print from th pedal into the software?For instance plugging in the pedal w...,,
Harmony G XT pitch correction percentage,BrianWinchester,"I own both the harmony g xt and the play acoustic.For the harmony g xt pitch correction, what is the percentage of correction in relation to the play acoustic pitch correction? Meaning. In the play acoustic, the pitch...",,
Buguera 6262 amp reverb position in signal chain,DavidMartínZerp,Hii have a buguera 6262 non-infinium and i was wondering where the amp reverb is in the signal chainbefore or after the fx loop??anybody knows??thanks,awareness,0.786
"Assign Looper ""All stop"" to the Switch 6",PaulBell,"Would be really handy to be able to assign a footswitch on my ""Switch 6"" to ""All Stop"" in the looper. The only option for ""Looper Stop"" seems to only stop loop A, rather than the whole thing. Have I missed something? Any...",awareness,0.697
Deepmind 12D wifi does not connect in client mode,BertvandenBergh,"Hi,Today I got my DM12D and I love it already.I have one problem, though.In Client mode, wifi does not want to connect. The router is only 3 meters away from the synth.The display only shows Connecting, disconnecting and...",,
Issues with Ditto Mic Looper's Mic Control and MP-76 Mic...,VictorLawrence,"Hello! I just purchased the MP-76 mic and am trying to set up mic control. The mic itself sounds really great, but mic control does not seem to work. When it is connected to the Ditto, the built in LCD display of the MP-...",decision,0.657
Perform-VG - Harmony turns on by itself,PerBurström,"Hi!My Perform-VG turns on the Harmony feature automatically when I sing louder, and although it often happens when I sing a bit louder in the chorus of a song I need to be able to control this myself. If it's a feature i...",,
VoiceLive 3 Extreme Questions,NeroRox,"Hey all, i'm extremely interested in the VL3X as it seems to have all the features i could ever need. currently i'm using a Boss AD-10 which is decent mainly becuase you can tweak your sound with an analog feel but extre...",decision,0.527
Why does the Model D fade out unless I paus between key pres...,JoachimSällströ,As the title says: why does the synth fade if I don't lift my fingers between every press of a key?,awareness,0.78
Headphone impedance for Voicelive 3 ? (80 vs 250 ohms),ChristienTanguy,"Hello,I would like to buy a new headphone to adjust the sounds of my Voicelive 3. I chose to take Beyerdynamic DT770 which is a reference. Do you recommend me to take the 80 ohm or 250 ohm model?I'm french, sorry for my ...",consideration,0.509
Voicelive 2 Digtal Out Settings... Send Guitar to Digital Ou...,BrentTaylor,Short version: I want the dry guitar signal to come out of the digital output and not hear the guitar coming out of the VL2 from any of its other outputs. Is this possible?Longer version:So right now I'm using the Voicel...,,
Voicelive Touch - Problem with sound of my lead vocal,HansSawatzki,"Since a couple of weeks I have a VL Touch (one). It was supposed to replace my TC Helicon Harmony Singer Pedal, which turned out to be not so practical in a live environment, since there was no chance to connect an exter...",decision,0.643
Voicesolo 150 configuring as a pair without mixer,GrahamHutton,"I'm a jazz singer, playing all sizes if venue but I got 2 voicesolo 150's for smaller rooms. I try to play acoustic pianos, occasionally I take my roland v piano and play with via a mixer and 2x Bose L1s or via 2x Trace ...",,
Voicelive 3 extreme with Friedman BE OD Deluxe in guitar sig...,MickBoswell,https://youtu.be/pbitjIOJRRY,NaN,0.84
PolyTune 3 LED / Firmware Update Issue,Loner,"I spent 15 minutes trying to open a support request. After getting to the end and clicking ""Submit"", here's what I got:It seems we can't find the page you're looking for.The page may have been moved or deletedThe link yo...",awareness:negative,0.724:0.539
Hb01 setting,Paulevans,HiI'm trying to get that wah sound that is on enter sandman but I can't quite get itHas anybody got a setting I could try,awareness,0.519
TC BQ 250 or BH 250,emastoz,I'd like to know if I can connect the BQ 250 or BH 250 bass amplifier output to the cabinet with 8 Ohm imput impedance instead 4 Ohm ?Thanks in Advance+Massimo,consideration,0.533
feedback from MPA40BT with acoustic guitar,PeterLunt,"Sorry for the dumb question, but I figure this is the place to get a good answer.I have Behringer MPA40BT PA and a Taylor MIni-GSe bass guitar (acoustic) that i keep getting feedback from. I have added a sound hole cover...",,
Play Acoustic and Voicesolo FX150,PaoloTrulli,"I connected the Play Acoustic headphone to the FX150 Aux and set the Play acoustic in Mono Mode. With full volume on the guitar, In order to keep the green led flashing I had to increase the guitar level to 18 db in the ...",awareness,0.614
TONEPRINT Users Manual can't be found,ash89,"Hi, Can anyone please forward to me the TonePrint users manual please?The links on the site only go to the App itself,or is it embedded in the App?I have downloaded the App to both Iphone and the Mac..I haven't been able...",awareness,0.56
FX150 and Play Acoustic,PaoloTrulli,"I connected the Play Acoustic headphone to the FX150 Aux and set the Play acoustic in Mono Mode. With full volume on the guitar, In order to keep the green led flashing I had to increase the guitar level to 18 db in th...",awareness,0.576
Voicelive 3 Extreme Rebooting,ScottBurford,"Hi thereDuring the gig tonight the unit kept rebooting or seemingly shutting down for minutes at a times before starting up again.I've had the unit repaired twice, with the last one seeing the motherboard being replaced....",awareness:negative,0.707:0.615
LCD Display,WarrenKeller,"Hi gang, Can anyone tell me what the tiny white square that reads 'NP' (?) means? It will flash in the bottom-right corner of the main LCD display. Thanks!",awareness,0.771
MCA 100 adapter compatibility,MikeChesters,Hello. Does anyone know if the MCA adapter is compatible with the play electric / plat acoustic processors or is it only for Voice Live units ? Thanks,consideration,0.696
G•Major 2 Forgetting Settings??,PilotPaco,"I run a G-Major 2 for effects in my rig, all customized settings. At rehearsal the other day and when I went to use the delay, I got no effect sound coming out of the unit, my dry sound was just fine, so I tried a differ...",,
Pot issue and parameters still changing,GrahamSlater,"Posted an issue before about parameters changing automatically.. still having the issue. Also, when i slide the pots all the way down.. the parameters arent going all the way. for example.. if I slide the VCF cutoff all ...",awareness,0.706
Dark Matter VERY noisy - unusable,JoaoYYZ,"I have a Dark Matter and recently I've noticed a terrible ""hum"" noise if the gain is beyond 3:00. Tested my power supply, tried running with a battery, changed guitars... very high ""hum"" if the gain is over 3:00. Can you...",,
Special usage case for MA400?,JonBuncombe,I'm not a musician or audio tech but hoping someone can assist me with determining whether the MA400 would be suitable for my situation. My mother-in-law is very hard of hearing so I have taken audio out direct from tele...,,
problem on stage microphone change,B_Scholz,"Hi, from germany,I have a problem on stage fastest...microphone change audix OM7 to AKG.Target stress-free microphone change....Question is it possible via Midifile my setup data /VL3(format sysex) on the voice live 3 su...",,
12 v female power socket,ShaunGreen,"Hello, I managed to break the female power socket on my VL3, to be clear it is the female power socket that is soldered to the circuit board that allows the external power lead to connect to the unit. I simply want to kn...",,
Output routing?,JohnPaulRoney,I'm setting up my VL3 extreme for a live performance with backing tracks. Is there a way to separate the outputs of the vocals and tracks? I can try to balance in the box but I know my sound guy is going to want independ...,awareness,0.75
GT110 Ultraroc,MikeSchwartz,"Hi, I can across an old GT110 that has both the FX MIX and CONTROL POTS shafts broken off. I'm looking for find a p/n for them so that I can replace. Any help out here?",awareness,0.777
Download the Factory Presets for the Voice Live 3 EXTREME,MusikerLanze,Where can I find the Download for the Factory Presets/Voice Live 3 EXTREME,awareness,0.801
G-system Exp pedal dosen't work,hjb,"Hello guysIf I copy the wha wha effekt from the factory preset to a userpreset the exp pedal will not function in the new userpreset, even if it was ok in the factory preset.I think I've tried all to fix it, but I cant ...",awareness,0.72
Poly Chain,BenjaminHofmann,Is it possible to poly chain a Neutron with a Model D?,awareness,0.825
Looper doubt in VL3,RogerIsla,I've noted that when you want to record in B or C if it's not on the screen you can push SWAP then it becomes to record to the bank that it not showing. But there's alittle delay. Is there a way to solve this?When i'm pl...,awareness,0.828
Flashback 2 Delay Time,Zoobiedood,"All of the descriptions of the FB2 include the phrase 'Max Delay Time 7 seconds' which is why I bought it. But that 7 seconds is only available in a few delay types, not all of them. Analog and Tape have 800ms, for insta...",awareness,0.809
Voice lag,WillKronk,This started with a patch I made where 2 of the voices (doing two voice per key press) would be very quiet and noisy at about 10% of the volume of the other voices. It would be the same two each cycle through. I turned t...,,
BQ500 active/passive switch & Thresh LED,Philthy,"I just received my BQ500 today. Love the sound! I, too, have the known issue of the reversed active/passive switch. Outside of the switch just being reversed, will this cause any other issues if I decide to live with it ...",,
MASH volume pedal?,derek,"Hey guys,I have been looking for a volume pedal to do Swells with on my really small pedal board. My signal chain is guitar -> Flashback delay -> Reverb -> Amp. I have been thinking of adding a volume pedal betw...",awareness,0.721
Can we expect a new update for voicelive 3 extreme?,DennisDubeau,Hi to the folks at R&D...Can we reasonably expect an update soon?,awareness,0.682
Polytune 3 New,sh4rkbyt3,Starting up my Polytune 3 tuner I get what looks like an A# on the LED Readout? Tried going to other display (tuning) modes and it just keeps going back to the A# on screen?,,
Testers wanted- new Toneprint app Beta available,TC-Mike,"Hi all,we have a new Beta version of the Toneprint app for all platforms and you are welcome to test drive it prior to release. What's new in version 4.1.02 ? - Android version now supports editor (phone and tablet) - R...",,
Harmonizer goes out of tune when playing with band,BeccaRichardson,"I've been using my VL3 harmonizer and hardtune and when I play solo it's fine, but when I play with a band it gets very distorted and out of tune and sounds pretty bad. I'm guessing that the mic is picking up other sound...",decision,0.737
Hall of Fame 2 level knob question,Nate007,"Hi,I just recently purchased a brand new HOF2. How does the Level knob really works? To my observation, it looks like it's acting like a 'volume' knob. If I set the level knob below 11:00 it lowers the overall volume of ...",,
Display Issue,FilmBizDude,Test getting errors when I post and when I try to edit with that post I want to present I get errorsErrorErrorThis page can't be displayed. Contact support for additional information.The incident ID is: N/A.So the post I...,awareness:negative,0.654:0.552
Flashback X4 presets vs Tone Prints,JFRiley,"Hello, I have the Flashback X4 and I am a little confused on how Toneprints vs user made presets work. As I understand it, I can load three of my own presets on any one of the three available preset buttons (A,B,C). Th...",awareness,0.603
Perform VG - Anti-feedback activating with no sound playing,MartyLofberg,Hi - I've had an issue with my perform VG where the anti-feedback appears to be activating under curious circumstances.1. If I'm playing and singing with no audible output from the unit other than headphones? Could the b...,,
Perform VG - guitar channel affecting mic level LED,MartyLofberg,Hey there I've noticed that the guitar channel is interacting with the microphone peak LED - should this be the case? This is the same whether I'm playing through a PA with monitors or with zero audible output: ie. XLR o...,awareness,0.526
issue with EP4000 not working,AnthonyFloyd,Malfunctioning ep4000 requires service. Need advice on procedure to get amp repaired. Behringer repair shop?,awareness,0.765
FIRMWARE Update Issue,vellocet,"Hi, I just got a sentry noise gate 2 days ago and after I tried to update firmware it doesnt turn on anymore, when i connect it to a power supply (voodoo labs). Before the update, pedal was fine, at least it was turning ...",awareness,0.549
Toneprint Editor Problem,Kms2Chbr,"Hi ! I'm having troubles using the Toneprint Editor : i followed the guide i found on TC's website but, even if my pedal is recognized by the PC and the Editor, i can't edit a Toneprint. I can just choose existing Tonepr...",awareness,0.553
Can't edit two pedals at the same time,Narum,"So, I have Hall of Fame and Flashback. I connect the pedals to my computer (Windows 10 desktop) with separate USB cables; however, when I try to edit them in the Toneprint Editor, I can only do so with the pedal last co...",,
Simultaneous Control and 4CH Notes,JohnShepherd,"I am currently inputting midi notes recorded in my DAW to make exacting harmonies to my sung harmony parts, as I'm not the lead vocalist. I have pretty good pitch and have sung harmony for years. It does not seem to tra...",decision,0.654
The Gerby loop,PetGerbil,"Looper pedal that can record your loop along with a metronome.Marker points are then created,which allow you to trigger sections in any order from foot-switches.(or program a playlist)As a bonus,a facility to overdub/rep...",awareness,0.872
Reset a template in Toneprint Editor 4.0,radaguhl,"Hello,i'm using Toneprint Editor 4.0.05 on mac OS X.In the version 3.1 there were a button named ""Reload Template"", in order to reset a template to his default settings. But I can't find it on version 4.0Please, how can ...",,
Change Preset via MIDI,StephanWiegand,First of all - Sorry for my bad English!I have a Voice Live 2 and I want to change Presets via MIDI. If it is possible than I would like to make it in this way:from OnSong (ipad) with a Apple Lightning into my Line6 Heli...,consideration,0.572
Ditto4 mid sync question,pinup57,"Hi, I'd like to now if when I set the dipswitch to unsync the two loopers, will they the remain synced to midi nevertheless or are they totally freewheeling?Here's a case where this is important to me: I am synced to a m...",awareness:consideration,0.58:0.557
